gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
XP_015884641	3765785	3768306	+		LOC107420256	protein indeterminate-domain 2-like
XP_015884580	3770816	3772697	+		LOC107420194	cytochrome P450 734A1-like
XP_015884614	3777914	3780457	+		LOC107420227	cytochrome P450 734A1-like
XP_015884631	3781197	3783742	+		LOC107420248	cytochrome P450 734A1-like
XP_015884642	3786000	3789686	+		LOC107420257	probable protein phosphatase 2C 55
XP_015884643	3791171	3793143	+		LOC107420258	arabinosyltransferase RRA3-like
XP_015884558	3794692	3798807	+		LOC107420175	J domain-containing protein required for chloroplast accumulation response 1 isoform X1
XP_015884559	3794692	3798807	+		LOC10742_381	LOC10742_381
XP_015884560	3794692	3798807	+		LOC10742_382	LOC10742_382
XP_015884689	3804749	3806439	+		LOC107420279	deSI-like protein At4g17486
XP_015884690	3804749	3806439	+		LOC10742_383	LOC10742_383
XP_015884688	3807866	3811459	-		LOC107420277	lysophospholipid acyltransferase LPEAT1
XP_015884616	3813512	3814310	-		LOC107420230	peroxisomal membrane protein 11A
XP_015884623	3817067	3818492	-		LOC107420237	anthocyanidin 3-O-glucosyltransferase 5-like
XP_015884581	3823453	3824895	-		LOC107420196	UDP-glycosyltransferase 72B1-like
XP_015885132	6460086	6462486	+		LOC107420637	transcription factor bHLH74 isoform X1
XP_015885133	6460086	6462486	+		LOC10742_471	LOC10742_471
XP_015885134	6460086	6462486	+		LOC10742_472	LOC10742_472
XP_015885099	6468078	6470659	-		LOC107420618	probable xyloglucan glycosyltransferase 12
XP_015885121	6480549	6483782	-		LOC107420633	sodium-coupled neutral amino acid transporter 2-like
XP_015885090	6485422	6489881	-		LOC107420604	squalene monooxygenase-like
XP_015885118	6505802	6506814	+		LOC107420631	uncharacterized protein LOC107420631
XP_015885116	6507852	6511503	-		LOC107420630	uncharacterized protein LOC107420630 isoform X2
XP_015885115	6507852	6511503	-		LOC10742_473	LOC10742_473
XP_015885086	6514863	6517709	+		LOC107420602	uncharacterized protein At3g49720-like
XP_015885087	6514863	6517709	+		LOC10742_474	LOC10742_474
XP_015885088	6514863	6517709	+		LOC10742_475	LOC10742_475
XP_015885091	6526998	6529205	+		LOC107420607	1-aminocyclopropane-1-carboxylate synthase 3
XP_015885214	7034990	7038837	-		LOC107420702	protein EMBRYONIC FLOWER 1
XP_015885147	7038906	7040326	-		LOC107420650	uncharacterized protein LOC107420650
XP_015885180	<7044551	7047700	+		LOC107420678	protein tesmin/TSO1-like CXC 5
XP_015885238	7049264	7051268	-		LOC107420718	protein PEROXIN-4
XP_015885220	7053970	7054477	-		LOC107420706	protein PEROXIN-4-like
XP_015885219	7057653	7065213	-		LOC107420705	target of Myb protein 1
XP_015885148	7076361	7076670	+		LOC107420651	uncharacterized protein LOC107420651
XP_015885159	7076703	7078897	+		LOC107420660	LOW QUALITY PROTEIN: eukaryotic translation initiation factor 3 subunit L-like
XP_015885205	7081445	7082422	+		LOC107420695	uncharacterized protein LOC107420695
XP_015885203	7083024	7086848	+		LOC107420694	aspartate aminotransferase, cytoplasmic-like
XP_015885202	7087935	7091850	+		LOC107420693	aspartate aminotransferase, cytoplasmic
XP_015885201	7093196	7099829	-		LOC107420692	myb-related protein 3R-1-like
XP_015885192	7103057	7103438	-		LOC107420686	dynein light chain LC6, flagellar outer arm-like
XP_015885169	7104791	7109422	-		LOC107420667	la protein 1
XP_015885178	7110981	7113455	-		LOC107420675	coiled-coil domain-containing protein 25
XP_015885166	7116291	7120285	-		LOC107420664	uncharacterized protein LOC107420664 isoform X2
XP_015885165	7116291	7120285	-		LOC10742_492	LOC10742_492
XP_015885149	7129177	7130407	-		LOC107420652	uncharacterized protein LOC107420652
XP_015885151	7138386	7141631	-		LOC107420653	uncharacterized protein LOC107420653
XP_015885163	7153485	7158167	-		LOC107420663	signal peptide peptidase
XP_015885164	7153485	7158167	-		LOC10742_493	LOC10742_493
XP_015885171	7160032	7162840	+		LOC107420670	rhomboid-like protein 11, chloroplastic
XP_015885233	7164738	7168086	-		LOC10742_494	LOC10742_494
XP_015885234	7164738	7168086	-		LOC10742_495	LOC10742_495
XP_015885235	7164738	7168488	-		LOC107420716	pentatricopeptide repeat-containing protein At5g25630 isoform X2
XP_015885230	7169454	7172508	+		LOC107420712	PXMP2/4 family protein 2-like
XP_015885229	7173175	7176254	-		LOC107420711	proline-rich receptor-like protein kinase PERK1
XP_015885152	7177630	>7179193	-		LOC107420654	pentatricopeptide repeat-containing protein At5g04810, chloroplastic-like
XP_015885211	7179537	7185048	-		LOC107420698	beta-adaptin-like protein A
XP_015885160	7185589	7187933	+		LOC107420661	GTP-binding protein At2g22870
XP_015885161	7188749	7190071	-		LOC107420662	60S ribosomal protein L37-3-like
XP_015885175	7198322	7201937	-		LOC107420673	indole-3-pyruvate monooxygenase YUCCA6-like
XP_015885210	7226803	7228298	+		LOC107420697	BURP domain protein RD22
XP_015885209	7230946	7245927	-		LOC107420696	helicase and polymerase-containing protein TEBICHI isoform X2
XP_015885206	7230946	7245927	-		LOC10742_496	LOC10742_496
XP_015885207	7230946	7245927	-		LOC10742_497	LOC10742_497
XP_015885208	7230946	7245927	-		LOC10742_498	LOC10742_498
XP_015885217	7248344	7251920	+		LOC107420704	uncharacterized protein LOC107420704
XP_015885218	7248344	7251920	+		LOC10742_499	LOC10742_499
XP_015885215	7255449	7258917	+		LOC107420703	uncharacterized protein LOC107420703
XP_015885170	7267862	7270162	-		LOC107420668	two-on-two hemoglobin-3
XP_015885226	7282174	7282933	+		LOC107420709	tRNA (guanine-N(7)-)-methyltransferase
XP_015885227	7282174	7282933	+		LOC10742_500	LOC10742_500
XP_015885224	7283623	7285447	-		LOC107420708	uncharacterized protein LOC107420708
XP_015885185	7295858	7298435	+		LOC107420683	NAC domain-containing protein 79 isoform X1
XP_015885187	7295858	7298435	+		LOC10742_501	LOC10742_501
XP_015885186	7295858	7298435	+		LOC10742_502	LOC10742_502
XP_015885188	7295858	7298435	+		LOC10742_503	LOC10742_503
XP_015885190	7296171	7298435	+		LOC10742_504	LOC10742_504
XP_015885231	7300618	7305180	-		LOC107420714	structural maintenance of chromosomes protein 2-1-like
XP_015885232	7300618	7305180	-		LOC10742_505	LOC10742_505
XP_015885153	7322530	7323355	-		LOC107420655	uncharacterized protein LOC107420655
XP_015885154	7323955	7324498	-		LOC107420656	RNA-directed DNA polymerase homolog
XP_015885194	7342021	7350802	+		LOC107420689	uncharacterized protein LOC107420689
XP_015885196	7342021	7350802	+		LOC10742_506	LOC10742_506
XP_015885197	7342021	7350802	+		LOC10742_507	LOC10742_507
XP_015885198	7342021	7350802	+		LOC10742_508	LOC10742_508
XP_015885156	7352638	7356221	+		LOC107420657	beta-lactamase domain-containing protein 2-like
XP_015885199	7358631	7362619	+		LOC107420690	uncharacterized protein LOC107420690
XP_015885200	7373330	7377581	+		LOC107420691	beta-lactamase domain-containing protein 2-like
XP_015885157	7392400	7393012	+		LOC107420658	squidulin-like
XP_015885158	7397795	7398995	+		LOC107420659	uncharacterized mitochondrial protein AtMg00810-like
XP_015886391	23485878	23489807	+		LOC107421628	protein LAZ1 homolog 1
XP_015886392	23485878	23489807	+		LOC10742_818	LOC10742_818
XP_015886383	23493956	23500794	-		LOC107421618	vacuolar protein sorting-associated protein 45 homolog
XP_015886389	23504721	23508658	+		LOC107421627	putative UDP-glucuronate:xylan alpha-glucuronosyltransferase 3
XP_015886404	23509484	23511803	+		LOC107421638	uncharacterized protein LOC107421638
XP_015886397	23516401	23519497	+		LOC107421631	serine carboxypeptidase-like 42
XP_015886393	23520894	23523972	+		LOC107421629	pentatricopeptide repeat-containing protein At3g09040, mitochondrial
XP_015886377	23525593	23529637	+		LOC107421611	protein trichome berefringence-like 7
XP_015886405	23532862	23533276	+		LOC107421639	tumor necrosis factor ligand superfamily member 6-like
XP_015886398	23535668	23537220	+		LOC107421632	stearoyl-[acyl-carrier-protein] 9-desaturase 6, chloroplastic-like
